132	4	174	0	0
350	4	174	0	0
68	4	390	0	0
30	4	174	0	0
255	4	174	0	0
223	4	174	0	0
407	4	174	0	0
179	4	390	0	0
296	8	174	0	0
44	4	390	0	0
425	4	174	0	0
179	4	174	0	0
15	4	174	0	0
414	8	390	0	0
44	4	174	0	0
338	4	54	1	0
71	4	54	1	0
273	4	54	1	0
314	4	54	1	0
177	4	54	1	0
19	4	54	1	0
7	4	54	1	0
80	4	54	1	0
87	4	54	1	0
90	4	54	1	0
30	4	54	1	0
437	4	54	1	0
243	4	54	1	0
203	4	54	1	0
28	4	54	1	0
425	4	54	1	0
403	4	54	1	0
270	4	54	1	0
335	4	54	1	0
345	4	54	1	0
400	4	54	1	0
336	4	54	1	0
285	4	54	1	0
0	4	54	1	0
153	4	54	1	0
14	4	54	1	0
66	4	54	1	0
88	4	54	1	0
223	4	54	1	0
51	4	54	1	0
348	4	54	1	0
261	4	54	1	0
234	4	54	1	0
130	4	54	1	0
343	4	54	1	0
142	4	54	1	0
45	4	54	1	0
339	4	54	1	0
407	4	54	1	0
103	4	54	1	0
225	4	54	1	0
4	4	54	1	0
65	4	54	1	0
68	4	54	1	0
347	4	54	1	0
85	4	54	1	0
57	4	54	1	0
47	4	54	1	0
277	4	54	1	0
326	4	54	1	0
117	4	54	1	0
386	4	54	1	0
5	4	54	1	0
58	4	54	1	0
127	4	54	1	0
331	4	54	1	0
179	4	54	1	0
204	4	54	1	0
443	4	54	1	0
350	4	54	1	0
291	4	54	1	0
107	4	54	1	0
34	4	54	1	0
260	4	54	1	0
396	4	54	1	0
15	4	54	1	0
305	4	54	1	0
172	4	54	1	0
309	4	54	1	0
132	4	54	1	0
104	4	54	1	0
296	4	54	1	0
379	4	54	1	0
271	4	54	1	0
238	4	54	1	0
161	4	54	1	0
387	4	54	1	0
320	4	54	1	0
108	4	54	1	0
12	4	54	1	0
392	4	54	1	0
389	4	54	1	0
40	4	54	1	0
163	4	54	1	0
198	4	54	1	0
395	4	54	1	0
159	4	54	1	0
414	4	54	1	0
232	4	54	1	0
187	8	54	1	0
355	4	54	1	0
165	4	54	1	0
114	4	54	1	0
134	4	54	2	0
261	8	105	2	0
298	4	54	2	0
338	4	54	2	0
71	4	54	2	0
273	4	54	2	0
177	4	54	2	0
136	4	54	2	0
144	4	54	2	0
19	4	54	2	0
301	4	54	2	0
7	4	54	2	0
90	4	54	2	0
292	4	54	2	0
30	4	54	2	0
361	4	54	2	0
437	4	54	2	0
243	4	54	2	0
28	4	54	2	0
425	4	54	2	0
403	4	54	2	0
270	4	54	2	0
335	4	54	2	0
345	4	54	2	0
400	4	54	2	0
0	4	54	2	0
93	4	54	2	0
66	4	54	2	0
221	4	54	2	0
187	4	54	2	0
348	4	54	2	0
234	4	54	2	0
130	4	54	2	0
343	4	54	2	0
142	4	54	2	0
45	4	54	2	0
96	4	54	2	0
103	4	54	2	0
65	4	54	2	0
68	4	54	2	0
47	4	54	2	0
44	4	54	2	0
82	4	54	2	0
386	4	54	2	0
58	4	54	2	0
165	4	105	2	0
179	4	54	2	0
135	4	54	2	0
350	4	54	2	0
291	4	54	2	0
260	4	54	2	0
396	4	54	2	0
166	4	54	2	0
15	4	54	2	0
305	4	54	2	0
172	4	54	2	0
309	4	54	2	0
132	4	54	2	0
104	4	54	2	0
379	4	54	2	0
387	4	54	2	0
12	4	54	2	0
407	8	54	2	0
40	4	54	2	0
176	4	54	2	0
178	4	54	2	0
236	4	54	2	0
346	4	54	2	0
395	4	54	2	0
414	4	54	2	0
232	4	54	2	0
317	4	54	2	0
329	4	54	2	0
230	4	54	2	0
165	4	54	2	0
417	4	54	2	0
142	4	167	3	0
173	4	218	3	0
44	4	48	3	0
369	4	167	3	0
0	4	48	3	0
407	4	218	3	0
432	4	48	3	0
416	4	48	3	0
373	4	167	3	0
80	4	290	3	0
223	4	129	3	0
19	4	48	3	0
104	4	70	3	0
407	4	290	3	0
379	4	167	3	0
387	4	218	3	0
395	4	48	3	0
236	4	70	3	0
104	4	167	3	0
306	4	167	3	0
130	4	167	3	0
355	4	48	3	0
417	4	167	3	0
379	4	70	3	0
373	4	218	3	0
395	4	167	3	0
106	4	167	3	0
311	4	167	3	0
204	4	167	3	0
45	4	167	3	0
57	4	48	3	0
260	4	48	3	0
306	4	48	3	0
255	4	70	3	0
350	4	290	3	0
243	4	70	3	0
45	4	70	3	0
369	4	70	3	0
108	4	290	3	0
142	4	290	3	0
15	4	48	3	0
414	4	167	3	0
417	4	48	3	0
416	4	70	3	0
216	4	167	3	0
305	8	330	3	0
135	4	218	3	0
306	4	70	3	0
65	4	48	3	0
68	4	70	3	0
187	4	48	3	0
177	4	167	3	0
177	4	70	3	0
179	4	48	3	0
216	4	218	3	0
45	4	218	3	0
291	4	167	3	0
19	4	70	3	0
407	4	129	3	0
30	4	48	3	0
416	4	218	3	0
187	4	167	3	0
224	4	70	3	0
68	4	218	3	0
260	4	70	3	0
403	4	218	3	0
88	4	167	3	0
348	4	167	3	0
350	4	129	3	0
350	8	70	3	0
130	4	218	3	0
338	4	167	3	0
369	4	48	3	0
214	4	70	3	0
216	4	70	3	0
425	4	218	3	0
30	4	70	3	0
369	4	218	3	0
94	4	218	3	0
45	4	48	3	0
90	4	48	3	0
234	4	48	3	0
132	4	167	3	0
379	4	48	3	0
15	4	70	3	0
25	4	218	3	0
223	4	70	3	0
214	4	48	3	0
104	4	48	3	0
432	4	70	3	0
355	4	167	3	0
343	4	218	3	0
178	4	167	3	0
291	4	218	3	0
45	4	290	3	0
432	4	167	3	0
0	4	218	3	0
130	4	48	3	0
417	4	70	3	0
243	4	48	3	0
88	4	48	3	0
177	4	48	3	0
339	4	48	3	0
44	4	218	3	0
387	4	167	3	0
57	4	218	3	0
387	4	70	3	0
403	4	70	3	0
339	4	167	3	0
187	4	70	3	0
348	4	218	3	0
350	4	330	3	0
95	4	48	3	0
414	4	48	3	0
0	8	290	3	0
255	4	167	3	0
223	4	167	3	0
223	4	218	3	0
407	4	70	3	0
127	4	218	3	0
387	4	48	3	0
373	4	70	3	0
173	4	167	3	0
179	4	70	3	0
348	4	70	3	0
223	4	48	3	0
127	4	167	3	0
216	4	48	3	0
80	4	129	3	0
388	4	48	3	0
165	4	167	3	0
90	4	218	3	0
350	8	48	3	0
407	4	167	3	0
425	4	167	3	0
403	4	167	3	0
142	4	70	3	0
25	4	70	3	0
204	4	70	3	0
392	4	167	3	0
234	4	70	3	0
142	4	129	3	0
132	4	48	3	0
92	4	218	3	0
15	4	129	3	0
130	4	70	3	0
392	4	48	3	0
338	4	70	3	0
165	4	48	3	0
234	4	218	3	0
207	4	70	3	0
135	4	70	3	0
339	4	70	3	0
407	4	48	3	0
68	4	167	3	0
348	4	48	3	0
215	4	218	3	0
173	4	70	3	0
437	4	48	3	0
44	4	70	3	0
94	4	48	3	0
425	4	70	3	0
88	4	70	3	0
215	4	167	3	0
45	4	129	3	0
215	4	70	3	0
25	4	167	3	0
261	4	48	3	0
30	4	290	3	0
179	4	218	3	0
95	4	70	3	0
373	4	48	3	0
234	4	167	3	0
215	4	48	3	0
57	4	167	3	0
0	4	70	3	0
291	4	48	3	0
414	4	70	3	0
207	4	218	3	0
137	4	167	3	0
311	4	48	3	0
403	4	48	3	0
30	4	167	3	0
132	4	70	3	0
388	4	167	3	0
106	4	70	3	0
94	4	167	3	0
117	4	70	3	0
25	4	48	3	0
93	4	48	3	0
173	4	48	3	0
178	4	70	3	0
137	4	48	3	0
187	4	218	3	0
214	4	167	3	0
135	4	48	3	0
388	4	70	3	0
437	4	70	3	0
177	4	290	3	0
425	4	48	3	0
90	4	167	3	0
68	4	48	3	0
117	4	167	3	0
243	4	167	3	0
243	4	218	3	0
386	4	167	3	0
106	4	218	3	0
57	4	70	3	0
392	4	70	3	0
108	4	129	3	0
137	4	218	3	0
142	4	48	3	0
19	4	218	3	0
386	4	48	3	0
30	4	218	3	0
177	4	129	3	0
296	4	218	3	0
395	4	218	3	0
204	4	48	3	0
224	4	48	3	0
127	4	70	3	0
350	8	167	3	0
93	4	167	3	0
15	4	218	3	0
236	4	48	3	0
187	4	330	3	0
15	4	290	3	0
142	4	218	3	0
437	4	218	3	0
177	4	218	3	0
165	4	70	3	0
135	4	167	3	0
94	4	70	3	0
437	4	167	3	0
137	4	70	3	0
65	4	70	3	0
117	4	48	3	0
224	4	167	3	0
236	4	167	3	0
350	8	218	3	0
0	4	167	3	0
0	8	129	3	0
355	4	70	3	0
261	4	70	3	0
30	4	129	3	0
255	4	48	3	0
179	4	167	3	0
311	4	70	3	0
395	4	70	3	0
223	4	290	3	0
204	4	218	3	0
106	4	48	3	0
19	4	167	3	0
291	4	70	3	0
261	4	167	3	0
178	4	48	3	0
15	4	167	3	0
44	4	167	3	0
65	4	167	3	0
207	4	167	3	0
416	4	167	3	0
90	4	70	3	0
127	4	48	3	0
386	4	218	3	0
95	4	167	3	0
338	4	48	3	0
93	4	70	3	0
207	4	48	3	0
386	4	70	3	0
260	4	167	3	0
387	4	282	4	0
187	4	282	4	0
418	4	330	4	0
407	4	282	4	0
94	4	282	4	0
348	8	282	4	0
0	4	282	4	0
350	4	282	4	0
306	8	330	4	0
403	8	75	5	0
94	4	102	5	0
403	8	398	5	0
207	4	156	5	0
127	4	382	5	0
80	4	290	5	0
437	4	295	5	0
187	4	170	5	0
350	4	102	5	0
407	4	1	5	0
45	4	102	5	0
0	4	174	5	0
207	4	197	5	0
15	4	394	5	0
386	4	313	5	0
30	4	170	5	0
350	4	174	5	0
407	4	290	5	0
223	4	283	5	0
311	4	197	5	0
90	4	184	5	0
45	4	394	5	0
243	4	290	5	0
90	4	174	5	0
135	4	398	5	0
243	4	394	5	0
142	4	197	5	0
127	4	102	5	0
386	4	394	5	0
30	4	75	5	0
403	8	119	5	0
30	4	156	5	0
379	4	313	5	0
142	4	283	5	0
257	8	197	5	0
51	4	290	5	0
127	4	119	5	0
407	4	184	5	0
80	4	394	5	0
0	4	75	5	0
243	4	283	5	0
216	4	129	5	0
142	4	102	5	0
407	4	121	5	0
373	4	1	5	0
249	4	290	5	0
387	4	156	5	0
350	4	290	5	0
44	4	283	5	0
127	4	377	5	0
45	4	377	5	0
80	4	313	5	0
44	4	398	5	0
207	4	446	5	0
257	8	121	5	0
30	4	197	5	0
204	4	75	5	0
142	4	290	5	0
311	4	382	5	0
130	4	184	5	0
90	4	377	5	0
260	4	290	5	0
130	4	102	5	0
127	4	290	5	0
90	4	290	5	0
15	4	119	5	0
127	4	174	5	0
350	4	119	5	0
15	4	377	5	0
407	4	445	5	0
403	8	184	5	0
142	4	382	5	0
223	4	394	5	0
90	4	102	5	0
142	4	398	5	0
94	4	394	5	0
30	4	174	5	0
135	4	1	5	0
223	4	274	5	0
403	8	295	5	0
350	4	170	5	0
135	4	290	5	0
44	4	382	5	0
403	8	394	5	0
30	4	102	5	0
214	8	129	5	0
223	4	446	5	0
373	4	290	5	0
243	8	184	5	0
